Order ID;Order Date;Customer ID;Product ID;Sales;Quantity;Discount;Profit;Market
NI-2014-9290;13/02/2014;SC-10725;FUR-HON-10004932;276.44;1;0.70;-304.12;Africa
EG-2014-5980;19/09/2014;CR-2730;TEC-EPS-10003568;117.15;1;0.00;8.19;Africa
US-2012-144267;06/02/2012;JK-15370;TEC-PH-10002892;100.80;2;0.40;-18.48;LATAM
MX-2012-144561;28/09/2012;RF-19735;OFF-PA-10003301;88.48;8;0.00;25.60;LATAM
ES-2013-1777796;15/06/2013;DK-12895;TEC-PH-10001066;222.71;1;0.65;-273.62;EU
IN-2014-76688;16/07/2014;SB-20290;TEC-MA-10001372;173.58;1;0.00;69.42;APAC
ES-2014-1364039;19/03/2014;JM-15655;FUR-FU-10000267;242.10;5;0.00;14.40;EU
ES-2012-5669824;09/11/2012;LB-16735;FUR-CH-10002752;204.38;4;0.20;30.62;EU
IT-2011-3784375;13/12/2011;DL-12865;FUR-CH-10002543;211.10;6;0.60;-89.86;EU
RS-2014-8080;23/06/2014;CC-2370;FUR-SAU-10000209;146.76;1;0.00;42.54;EMEA
MX-2014-100727;15/05/2014;DM-13525;OFF-SU-10002521;90.80;4;0.00;31.76;LATAM
ID-2011-66412;30/03/2011;AF-10870;FUR-FU-10002210;226.13;6;0.25;-24.26;APAC
ID-2014-52545;24/01/2014;LE-16810;TEC-AC-10001352;232.47;7;0.40;-112.56;APAC
NI-2014-5850;13/05/2014;NP-8700;FUR-BUS-10004121;87.53;2;0.70;-160.51;Africa
IN-2014-25952;01/04/2014;RD-19900;FUR-CH-10001895;104.44;2;0.10;46.42;APAC
KE-2012-9890;05/03/2012;EM-4140;OFF-KIT-10001380;309.75;1;0.00;0.00;Africa
MX-2013-142734;24/10/2013;CH-12070;TEC-CO-10002657;346.43;2;0.00;93.03;LATAM
CA-2011-166086;07/05/2011;CT-11995;FUR-TA-10003469;194.25;2;0.30;-38.85;US
CA-2011-166555;11/07/2011;JK-15205;TEC-PH-10004912;164.85;3;0.00;47.81;US
SF-2014-8580;09/12/2014;BW-1065;FUR-SAU-10001776;148.17;1;0.00;53.34;Africa
MD-2014-9120;28/11/2014;KC-6540;FUR-RUB-10002817;163.32;4;0.00;21.12;EMEA
MX-2014-131366;20/08/2014;TP-21565;TEC-PH-10003945;111.22;1;0.00;1.10;LATAM
IN-2014-22592;02/06/2014;SD-20485;FUR-FU-10003214;159.77;7;0.20;13.82;APAC
CA-2011-107769;28/10/2011;BT-11395;TEC-PH-10001336;257.98;2;0.00;74.81;US
MX-2014-105921;28/05/2014;ZC-21910;TEC-AC-10004626;342.08;2;0.00;0.00;LATAM
ID-2013-61442;15/01/2013;JB-16000;OFF-BI-10001400;122.40;5;0.15;0.00;APAC
MX-2014-148243;30/10/2014;NP-18685;OFF-ST-10002714;255.08;7;0.00;30.52;LATAM
US-2014-152387;10/11/2014;DH-13675;FUR-BO-10000148;171.40;3;0.40;-114.26;LATAM
IN-2014-42213;13/11/2014;TC-21535;TEC-PH-10003556;369.99;3;0.00;129.42;APAC
CA-2011-150581;08/04/2011;NM-18445;TEC-AC-10001908;399.96;4;0.00;139.99;US
PL-2014-1210;30/12/2014;LA-6780;OFF-KLE-10001644;244.98;6;0.00;39.06;EMEA
ES-2014-5329048;29/07/2014;CM-12715;TEC-CO-10001633;249.77;1;0.15;17.60;EU
MX-2014-134733;23/10/2014;DB-12910;OFF-AR-10002583;129.22;7;0.00;10.22;LATAM
MX-2014-107062;30/05/2014;SC-20575;FUR-CH-10000430;457.20;5;0.00;132.50;LATAM
MX-2012-125318;03/12/2012;MG-17695;OFF-AR-10002706;67.64;2;0.00;32.44;LATAM
MX-2011-128356;27/06/2011;NR-18550;FUR-FU-10004598;67.44;4;0.00;0.64;LATAM
IN-2012-77430;01/10/2012;TH-21115;TEC-AC-10004897;133.11;2;0.10;20.67;APAC
CA-2011-108903;03/10/2011;DO-13435;TEC-AC-10003023;142.49;3;0.20;-3.56;US
CA-2013-135636;09/10/2013;DB-13615;OFF-ST-10000676;387.72;5;0.20;-67.85;US
MX-2012-113768;13/11/2012;DJ-13510;TEC-PH-10003011;488.96;4;0.00;151.52;LATAM
IN-2013-17699;22/08/2013;TB-21400;OFF-AR-10003448;206.85;7;0.00;0.00;APAC
TU-2012-9960;16/11/2012;TB-11520;FUR-SAU-10004137;77.83;1;0.60;-44.78;EMEA
TU-2014-9870;13/03/2014;QJ-9255;OFF-FEL-10002867;165.89;2;0.60;-178.33;EMEA
MX-2012-139276;19/10/2012;CA-12055;FUR-BO-10002985;319.62;4;0.20;67.86;LATAM
MX-2014-110961;24/06/2014;BE-11410;TEC-CO-10004521;247.75;5;0.40;15.65;LATAM
MX-2011-100125;30/11/2011;KM-16720;TEC-PH-10002647;292.80;6;0.00;67.32;LATAM
IN-2013-68708;29/05/2013;AC-10450;FUR-BO-10001679;264.94;2;0.07;99.70;APAC
IN-2014-77920;17/06/2014;SC-20020;OFF-SU-10003592;88.56;10;0.47;-71.94;APAC
MX-2014-144470;06/06/2014;JM-15655;OFF-AR-10000767;330.00;10;0.00;3.20;LATAM
IN-2013-25539;13/12/2013;PO-19180;OFF-EN-10004744;126.27;3;0.00;25.20;APAC
CA-2014-107825;19/11/2014;NB-18655;OFF-ST-10001321;92.52;6;0.00;24.98;US
ZI-2012-4330;04/06/2012;DN-3690;OFF-CUI-10001670;160.93;1;0.70;-284.33;Africa
EG-2014-7610;06/06/2014;EH-4185;OFF-TEN-10000433;203.22;1;0.00;62.97;Africa
US-2014-112907;21/03/2014;CH-12070;OFF-AP-10000528;143.47;3;0.20;25.09;LATAM
CA-2014-100097;27/11/2014;MN-17935;FUR-FU-10003623;135.30;5;0.00;37.88;US
CA-2011-151946;04/06/2011;BT-11440;FUR-BO-10003272;353.57;2;0.20;-44.20;US
US-2011-165316;18/06/2011;LO-17170;TEC-AC-10003454;149.60;2;0.00;56.84;LATAM
IT-2012-5084286;18/04/2012;BT-11485;TEC-PH-10002907;191.59;4;0.40;-60.77;EU
IT-2013-5071780;12/02/2013;MT-17815;FUR-CH-10004309;396.90;5;0.10;-4.50;EU
IN-2013-29410;01/05/2013;JM-15535;TEC-CO-10002674;333.60;2;0.00;19.98;APAC
ES-2014-2933395;11/09/2014;AR-10405;OFF-BI-10004328;244.80;5;0.00;88.05;EU
IN-2014-68008;17/09/2014;FM-14290;TEC-AC-10002996;190.50;5;0.00;64.65;APAC
TZ-2011-150;03/06/2011;RW-9690;TEC-KON-10001388;238.49;1;0.10;92.72;Africa
CM-2014-2920;16/09/2014;HD-4785;OFF-FEL-10001865;272.76;2;0.00;57.24;Africa
CA-2013-153178;15/09/2013;CL-12565;TEC-PH-10001944;437.85;3;0.00;131.36;US
UZ-2014-9340;08/09/2014;NF-8475;TEC-ENE-10004627;256.14;1;0.00;102.45;EMEA
US-2012-113754;05/04/2012;BB-11545;TEC-CO-10000422;284.49;3;0.00;124.83;LATAM
IT-2014-3037687;25/06/2014;LS-16945;TEC-AC-10001032;229.32;8;0.50;-41.40;EU
ID-2012-12519;31/05/2012;CR-12580;OFF-AR-10001208;109.08;4;0.50;-4.44;APAC
ID-2013-30915;10/06/2013;TB-21520;TEC-MA-10002680;515.58;2;0.17;37.26;APAC
IN-2012-12981;31/01/2012;JL-15235;OFF-AP-10001191;440.64;5;0.10;39.09;APAC
IN-2011-54680;14/09/2011;HD-14785;OFF-EN-10000968;153.09;7;0.40;-69.09;APAC
CA-2013-128412;11/12/2013;AP-10915;OFF-BI-10001718;153.55;3;0.20;51.82;US
CA-2012-155306;17/04/2012;GA-14515;TEC-AC-10003174;323.37;3;0.00;129.35;US
CA-2014-149706;12/12/2014;AS-10285;TEC-AC-10001284;116.31;7;0.20;23.26;US
KE-2011-7940;22/01/2011;JK-5325;OFF-SME-10001652;95.10;2;0.00;12.36;Africa
MX-2013-159786;02/07/2013;SS-20590;OFF-ST-10002105;95.10;3;0.00;19.92;LATAM
US-2012-168347;28/11/2012;JM-16195;TEC-PH-10000106;425.00;1;0.00;59.50;LATAM
ES-2013-1032140;11/03/2013;KM-16720;OFF-BI-10001138;295.80;10;0.00;50.10;EU
US-2011-150119;23/04/2011;LB-16795;FUR-CH-10002965;281.37;2;0.30;-12.06;US
CA-2012-136735;26/07/2012;HA-14920;OFF-EN-10002230;167.86;2;0.00;78.89;US
US-2012-158113;27/09/2012;BE-11455;FUR-CH-10000656;265.82;3;0.20;29.90;LATAM
ES-2013-1668222;27/08/2013;VG-21805;TEC-PH-10003325;123.24;1;0.00;7.38;EU
ES-2014-2967876;05/08/2014;DV-13045;TEC-MA-10004655;307.68;3;0.15;68.73;EU
ID-2012-15641;05/09/2012;SW-20455;OFF-BI-10002881;243.82;6;0.17;-44.18;APAC
IN-2014-40764;27/03/2014;RB-19435;FUR-BO-10002390;362.85;1;0.00;32.64;APAC
IN-2012-86411;26/04/2012;MK-18160;FUR-CH-10002045;197.76;4;0.00;43.44;APAC
ID-2011-64599;10/02/2011;CA-11965;OFF-SU-10001407;307.44;7;0.00;70.56;APAC
CA-2014-111556;21/11/2014;CD-11920;OFF-AR-10004602;68.97;3;0.00;19.31;US
US-2014-147984;29/01/2014;GB-14575;OFF-PA-10000806;279.90;5;0.00;137.15;US
CA-2014-137414;03/10/2014;CM-12115;TEC-MA-10002930;369.16;11;0.20;32.30;US
SG-2013-6580;11/10/2013;DL-3315;OFF-ELD-10001832;48.45;1;0.00;0.00;Africa
MX-2011-167066;04/04/2011;LP-17095;OFF-AP-10000528;119.56;2;0.00;40.64;LATAM
IT-2012-1694853;23/08/2012;NS-18640;OFF-SU-10003924;82.14;4;0.50;-1.74;EU
ES-2014-5269284;12/12/2014;GM-14440;FUR-CH-10003062;180.29;8;0.60;-135.31;EU
ID-2014-20114;18/08/2014;TB-21520;OFF-AR-10002417;264.60;7;0.27;-58.17;APAC
ID-2012-82428;08/05/2012;KM-16225;TEC-PH-10000342;239.44;6;0.40;-127.76;APAC
AO-2012-1000;03/12/2012;DK-3225;TEC-HP -10003618;299.58;1;0.00;0.00;Africa
ES-2012-3241112;28/06/2012;AH-10120;OFF-SU-10001909;284.26;14;0.10;122.98;EU
IN-2013-48114;10/10/2013;MF-18250;TEC-AC-10000596;201.96;2;0.10;71.76;APAC
CA-2011-101931;28/10/2011;TS-21370;OFF-SU-10000646;480.74;2;0.00;14.42;US
CA-2014-140515;20/03/2014;GZ-14545;OFF-AP-10001205;381.36;7;0.00;106.78;US
MX-2011-131688;22/12/2011;BP-11230;OFF-ST-10000990;263.92;2;0.00;5.24;LATAM
CA-2011-116834;11/10/2011;Dp-13240;TEC-AC-10002942;345.00;5;0.00;58.65;US
CA-2012-146948;16/07/2012;MG-17890;OFF-EN-10000483;137.25;9;0.00;63.14;US
PL-2014-3940;29/07/2014;LB-6735;TEC-ENE-10000235;250.74;6;0.00;0.00;EMEA
ES-2014-4963892;22/10/2014;DB-13210;OFF-ST-10001460;195.84;8;0.50;-66.72;EU
IN-2013-43522;07/10/2013;CC-12685;FUR-CH-10002207;126.54;3;0.27;29.43;APAC
CA-2012-104346;11/12/2012;IM-15070;FUR-TA-10000849;364.95;5;0.50;-248.17;US
CA-2014-102379;03/12/2014;BB-11545;OFF-AR-10004022;179.90;5;0.00;44.98;US
TU-2013-7990;17/09/2013;NC-8535;TEC-MOT-10004345;175.32;6;0.60;-122.76;EMEA
US-2014-139941;04/12/2014;RA-19915;TEC-AC-10004434;59.22;3;0.00;28.98;LATAM
ES-2012-5709491;07/02/2012;LP-17080;OFF-ST-10003641;169.38;3;0.00;42.30;EU
ES-2013-3918046;09/09/2013;BB-11545;OFF-ST-10000486;279.72;5;0.10;93.12;EU
IT-2011-4726397;20/06/2011;JH-15985;TEC-PH-10000026;346.70;6;0.15;-24.64;EU
CA-2012-128027;14/09/2012;CM-12385;OFF-ST-10001809;269.49;3;0.00;5.39;US
US-2012-110261;19/12/2012;PR-18880;TEC-PH-10001750;158.38;3;0.20;13.86;US
AG-2013-5140;08/03/2013;HF-4995;TEC-MEM-10004014;246.21;1;0.00;93.54;Africa
IT-2011-4913414;13/12/2011;EH-13765;OFF-ST-10002172;344.34;10;0.40;-189.66;EU
ID-2014-69023;10/12/2014;IG-15085;OFF-AP-10001504;119.56;3;0.40;-15.98;APAC
US-2014-118087;10/09/2014;SP-20620;TEC-AC-10003174;258.70;3;0.20;64.67;US
CA-2014-141201;10/12/2014;DB-12910;FUR-BO-10001519;148.26;3;0.15;15.70;US
CA-2014-142293;18/09/2014;SC-20380;TEC-AC-10001109;89.97;3;0.00;37.79;US
MX-2014-107279;27/08/2014;JF-15565;TEC-CO-10002493;290.84;3;0.00;31.46;LATAM
US-2014-157315;23/09/2014;HR-14770;TEC-PH-10002127;260.59;1;0.40;-160.71;LATAM
ES-2013-3086085;16/01/2013;DJ-13630;OFF-PA-10001323;344.37;13;0.00;61.62;EU
ES-2011-4359424;11/01/2011;DD-13570;FUR-TA-10001693;267.98;2;0.60;-341.74;EU
IN-2012-55387;04/07/2012;NZ-18565;OFF-PA-10003449;148.80;5;0.00;69.90;APAC
ID-2013-50487;01/11/2013;CS-12250;FUR-CH-10003551;470.76;4;0.27;135.36;APAC
IN-2012-83380;27/08/2012;CS-12175;TEC-PH-10001087;558.00;4;0.00;44.64;APAC
IN-2014-85018;02/08/2014;LH-16750;OFF-LA-10004112;67.14;10;0.40;5.34;APAC
NI-2012-2810;19/06/2012;DL-3495;TEC-KON-10001388;158.99;2;0.70;-132.55;Africa
MX-2014-149902;13/12/2014;AS-10285;OFF-AR-10002380;88.06;7;0.00;12.32;LATAM
ES-2014-2933395;24/02/2014;JP-15460;OFF-AR-10004739;161.91;3;0.00;54.99;EU
IT-2011-5193547;02/06/2011;SW-20755;TEC-MA-10000327;243.27;6;0.50;-175.23;EU
ID-2013-69534;22/10/2013;DB-13210;TEC-CO-10003448;264.87;3;0.40;26.46;APAC
IN-2011-44803;02/05/2011;JK-15325;OFF-SU-10001869;115.05;5;0.00;2.25;APAC
IN-2014-69660;16/10/2014;BP-11230;TEC-PH-10002904;123.85;2;0.17;7.45;APAC
IN-2012-64116;20/11/2012;AR-10345;FUR-BO-10003549;180.46;1;0.07;15.52;APAC
IN-2013-84584;11/04/2013;DR-12940;TEC-AC-10002543;161.16;4;0.00;70.80;APAC
US-2011-155502;27/01/2011;SD-20485;OFF-ST-10004337;489.92;8;0.00;0.00;US
IN-2014-62730;09/08/2014;FP-14320;FUR-BO-10001668;216.33;2;0.37;-113.37;APAC
CA-2011-169446;19/12/2011;SG-20605;TEC-PH-10002817;323.98;3;0.20;36.45;US
PL-2013-8010;23/08/2013;EK-3795;OFF-JIF-10004747;236.40;8;0.00;2.16;EMEA
SU-2014-6350;22/12/2014;GT-4635;TEC-STA-10000008;319.68;8;0.00;18.96;Africa
IR-2014-6760;25/12/2014;CC-2370;TEC-STA-10000546;222.66;6;0.00;33.30;EMEA
SF-2013-5710;10/12/2013;RD-9810;FUR-TEN-10000986;440.16;4;0.00;35.16;Africa
MX-2013-150140;24/09/2013;LH-16750;TEC-AC-10001728;191.52;7;0.00;57.40;LATAM
ID-2014-33582;20/06/2014;JL-15505;FUR-CH-10003419;236.97;5;0.40;-102.78;APAC
IN-2011-78284;29/08/2011;KC-16255;TEC-CO-10004267;147.30;1;0.00;19.14;APAC
CA-2013-108987;09/09/2013;AG-10675;OFF-ST-10000934;131.14;4;0.20;-32.78;US
IZ-2011-6520;02/03/2011;NW-8400;OFF-ROG-10000191;210.69;1;0.00;52.65;EMEA
MX-2014-164294;17/11/2014;SN-20710;TEC-PH-10004287;304.30;5;0.00;36.50;LATAM
ES-2014-4223822;02/06/2014;AR-10825;OFF-FA-10001724;79.80;7;0.00;11.97;EU
IN-2013-66860;11/07/2013;RS-19420;FUR-CH-10003836;294.18;2;0.00;76.44;APAC
CA-2012-167010;05/04/2012;VT-21700;FUR-BO-10004218;352.45;5;0.50;-211.47;US
MA-2013-810;03/09/2013;JM-5265;OFF-STA-10000244;182.76;4;0.00;29.16;Africa
MX-2014-130890;25/09/2014;MH-17290;TEC-AC-10004939;187.80;10;0.00;13.00;LATAM
MX-2012-120089;20/03/2012;DJ-13420;TEC-CO-10002434;381.91;3;0.00;79.57;LATAM
MX-2012-135433;05/09/2012;CR-12730;TEC-PH-10003157;410.80;5;0.00;69.80;LATAM
ES-2013-2141906;22/01/2013;SP-20620;FUR-CH-10003249;267.84;3;0.00;0.00;EU
ID-2012-38209;22/11/2012;KA-16525;TEC-PH-10003491;299.30;5;0.10;-6.70;APAC
IN-2011-70269;31/08/2011;BD-11725;OFF-BI-10004986;138.65;5;0.10;56.90;APAC
MO-2014-6060;28/11/2014;PO-9195;OFF-ROG-10004949;375.66;6;0.00;112.68;Africa
ID-2011-78592;03/08/2011;LH-17155;FUR-CH-10002060;329.76;3;0.20;-12.42;APAC
RS-2014-1170;17/11/2014;MW-8220;TEC-STA-10003550;321.30;2;0.00;35.34;EMEA
MO-2014-9330;08/06/2014;NK-8490;OFF-BRE-10000157;460.26;6;0.00;151.74;Africa
IN-2011-12764;06/12/2011;CM-12235;TEC-AC-10004249;245.76;8;0.00;103.20;APAC
IN-2014-77941;17/01/2014;EM-14140;FUR-FU-10002459;219.30;5;0.00;26.25;APAC
IN-2013-55814;24/09/2013;TB-21190;FUR-TA-10002957;235.52;1;0.30;26.90;APAC
CA-2014-161046;06/03/2014;CB-12535;TEC-AC-10004571;299.97;3;0.00;125.99;US
CA-2014-140872;04/06/2014;NR-18550;TEC-AC-10003832;205.99;1;0.20;-2.57;US
MX-2014-147655;15/01/2014;AB-10015;TEC-AC-10003615;343.80;2;0.00;106.56;LATAM
IT-2012-5212034;09/03/2012;SC-20260;FUR-CH-10000399;132.72;2;0.60;-119.46;EU
ES-2012-3802742;18/07/2012;RA-19285;TEC-PH-10003847;329.67;5;0.10;18.27;EU
IN-2014-73657;11/01/2014;ME-17725;TEC-CO-10003574;169.31;2;0.40;8.45;APAC
IN-2014-83233;28/03/2014;RP-19390;FUR-BO-10003713;599.28;4;0.00;17.88;APAC
LI-2014-9890;15/02/2014;TH-11235;OFF-BIN-10000712;308.16;6;0.00;58.50;Africa
US-2014-120033;06/03/2014;RR-19525;FUR-FU-10003874;122.22;7;0.40;-50.96;LATAM
ES-2014-5762425;18/09/2014;AR-10570;TEC-AC-10000394;173.25;3;0.00;74.43;EU
ES-2012-3423570;23/05/2012;AC-10660;TEC-CO-10004147;512.16;3;0.10;56.85;EU
ES-2012-1158066;06/11/2012;AB-10165;OFF-PA-10002755;138.75;5;0.00;30.45;EU
ES-2012-5836794;22/06/2012;KM-16660;OFF-ST-10003446;130.98;3;0.10;31.98;EU
ID-2014-70227;25/09/2014;AH-10465;OFF-SU-10000649;175.82;9;0.45;-140.89;APAC
CA-2013-126004;05/12/2013;BM-11140;OFF-ST-10000676;193.86;2;0.00;11.63;US
US-2013-151827;01/04/2013;CS-11950;TEC-PH-10002789;280.78;3;0.40;-60.84;US
LY-2014-9050;17/11/2014;NG-8430;OFF-HOO-10003269;167.28;2;0.00;13.38;Africa
US-2011-118892;01/02/2011;DH-13075;OFF-AP-10002317;400.70;2;0.40;20.02;LATAM
MX-2014-142139;24/06/2014;LM-17065;TEC-AC-10001950;202.72;7;0.00;3.92;LATAM
ES-2014-3059328;21/11/2014;DM-12955;OFF-BI-10002894;151.02;3;0.00;9.00;EU
IN-2011-62037;11/11/2011;TP-21130;OFF-EN-10003537;68.20;3;0.17;10.60;APAC
ID-2013-14087;16/08/2013;JJ-15445;OFF-EN-10000904;212.71;6;0.10;28.21;APAC
MX-2013-102337;20/12/2013;HH-15010;OFF-ST-10001010;277.08;2;0.00;5.52;LATAM
US-2013-101602;25/09/2013;RB-19435;FUR-BO-10002334;115.03;2;0.40;-55.61;LATAM
US-2014-132731;04/04/2014;MS-17530;OFF-ST-10002499;205.39;4;0.40;-136.93;LATAM
MX-2012-158582;11/09/2012;CS-12130;OFF-AR-10001850;172.60;5;0.00;10.30;LATAM
ES-2014-3606209;08/11/2014;EB-14110;FUR-BO-10003604;376.74;3;0.00;48.96;EU
CA-2011-129938;15/12/2011;EB-13705;FUR-CH-10003774;445.80;7;0.30;-108.27;US
CA-2012-104052;01/03/2012;TP-21565;TEC-PH-10003215;95.84;4;0.20;34.74;US
IN-2011-47596;19/10/2011;PO-19195;OFF-SU-10002543;176.61;7;0.00;10.50;APAC
ES-2012-3613797;20/03/2012;JG-15310;OFF-BI-10003705;147.96;3;0.00;16.20;EU
ES-2013-2930577;07/02/2013;DJ-13510;OFF-ST-10004996;292.73;6;0.10;35.69;EU
ES-2011-3202814;17/09/2011;ON-18715;OFF-BI-10001058;152.64;3;0.00;70.20;EU
IN-2014-45601;21/02/2014;MO-17800;FUR-CH-10002060;412.20;3;0.00;70.02;APAC
CA-2012-151680;19/11/2012;TC-21475;FUR-FU-10000305;141.96;2;0.00;22.71;US
UP-2013-9310;06/12/2013;HH-5010;OFF-BIN-10000170;160.02;6;0.00;6.30;EMEA
US-2013-113439;05/02/2013;JD-16150;OFF-ST-10003952;98.74;3;0.20;-0.02;LATAM
ES-2012-5238758;17/12/2012;SJ-20125;OFF-AR-10000399;331.70;7;0.10;125.27;EU
ID-2013-24643;03/05/2013;PR-18880;OFF-AP-10002239;203.63;3;0.17;36.77;APAC
ID-2011-39721;12/05/2011;PB-19210;FUR-TA-10003222;273.97;1;0.47;-139.58;APAC
MX-2011-109239;17/06/2011;KT-16465;FUR-BO-10002008;163.96;2;0.00;27.84;LATAM
US-2013-154977;24/09/2013;HP-14815;FUR-CH-10000953;213.23;3;0.40;-120.85;LATAM
IT-2013-5719417;22/05/2013;MZ-17515;TEC-CO-10000228;735.78;6;0.15;-78.00;EU
ID-2012-74630;08/06/2012;SB-20185;TEC-AC-10004704;239.22;9;0.50;-100.71;APAC
IN-2011-70171;14/04/2011;MG-17875;OFF-BI-10000340;173.88;4;0.10;0.00;APAC
IN-2011-65159;03/01/2011;LB-16735;FUR-TA-10002797;211.18;1;0.55;-70.40;APAC
EN-2012-9030;29/08/2012;CK-2760;FUR-BUS-10004820;415.20;1;0.00;20.76;EMEA
ES-2013-1121754;29/04/2013;TD-20995;OFF-AR-10000316;70.35;7;0.00;34.44;EU
ES-2012-4100273;11/09/2012;YS-21880;TEC-AC-10003080;207.18;2;0.00;33.12;EU
ES-2013-4189005;13/08/2013;CM-11830;TEC-PH-10000270;392.22;6;0.00;149.04;EU
IN-2012-49731;21/03/2012;HR-14770;FUR-FU-10003427;292.98;3;0.10;65.10;APAC
IN-2013-83436;26/12/2013;AG-10330;TEC-CO-10001445;282.18;2;0.00;121.32;APAC
TZ-2012-5980;30/11/2012;MO-7800;TEC-SAM-10000613;221.83;2;0.10;-9.89;Africa
ES-2012-4834117;13/08/2012;SC-20020;OFF-PA-10003907;61.74;3;0.00;28.98;EU
IN-2011-74490;16/04/2011;PS-19045;TEC-AC-10002221;169.02;6;0.00;20.16;APAC
IN-2013-45412;19/11/2013;JH-16180;FUR-FU-10001045;165.42;4;0.25;55.14;APAC
CA-2012-114300;13/10/2012;AF-10885;FUR-CH-10001891;287.94;3;0.00;77.74;US
IR-2011-7770;10/12/2011;JK-5205;FUR-BAR-10003576;318.30;1;0.00;130.50;EMEA
MX-2013-162537;26/03/2013;BG-11035;OFF-ST-10004116;154.24;5;0.20;-38.56;LATAM
US-2014-101756;19/05/2014;KD-16615;OFF-ST-10001051;293.40;9;0.00;73.26;LATAM
ID-2012-86523;07/03/2012;DW-13540;TEC-PH-10003796;263.74;6;0.40;-114.44;APAC
CA-2013-160304;02/01/2013;BM-11575;TEC-PH-10000455;231.98;2;0.00;67.27;US
CA-2013-134936;20/12/2013;ES-14080;FUR-TA-10001086;455.97;6;0.50;-218.87;US
CA-2014-135909;14/10/2014;JW-15220;TEC-AC-10002335;209.94;6;0.00;39.89;US
ES-2013-1608190;28/06/2013;PS-19045;FUR-BO-10004191;448.38;3;0.00;80.64;EU
ES-2014-3371188;27/01/2014;BW-11110;OFF-ST-10000710;220.19;5;0.10;48.89;EU
CA-2012-137071;20/12/2012;ED-13885;TEC-AC-10004353;100.80;2;0.20;21.42;US
TU-2012-4890;01/09/2012;AI-855;FUR-SAF-10000213;352.54;2;0.60;-193.94;EMEA
IN-2014-40386;03/09/2014;BG-11035;OFF-SU-10003259;181.82;7;0.40;-27.34;APAC
IN-2012-43081;07/04/2012;JS-15685;OFF-SU-10000835;260.40;7;0.00;31.08;APAC
CA-2014-155740;31/07/2014;TC-21475;OFF-BI-10001071;76.78;4;0.70;-53.74;US
US-2014-141985;22/08/2014;CS-12490;FUR-BO-10001946;88.61;1;0.20;-21.05;LATAM
IN-2014-80776;05/05/2014;TB-21355;TEC-PH-10001555;288.84;2;0.00;37.50;APAC
CA-2013-4660;16/12/2013;MK-7905;FUR-BUS-10004882;170.73;1;0.00;15.36;Canada
CA-2014-141439;27/11/2014;TT-21460;FUR-TA-10001039;257.94;3;0.00;67.06;US
IN-2014-31321;27/10/2014;JR-16210;TEC-PH-10000822;224.26;2;0.10;34.84;APAC
IN-2014-62303;04/01/2014;SC-20380;OFF-PA-10003511;168.72;8;0.00;84.24;APAC
IR-2013-3430;23/10/2013;RE-9405;TEC-BEL-10002106;229.62;2;0.00;50.46;EMEA
ES-2014-3380674;14/01/2014;EM-13825;FUR-CH-10002974;364.26;3;0.10;-20.31;EU
IN-2012-32175;07/05/2012;EB-14110;FUR-FU-10004509;197.49;6;0.27;5.25;APAC
ID-2013-57004;01/11/2013;JH-15820;FUR-BO-10001749;660.29;2;0.20;-115.57;APAC
IN-2011-45020;19/01/2011;PW-19030;TEC-CO-10004267;278.40;3;0.37;-106.08;APAC
ID-2012-37005;24/10/2012;SH-20395;TEC-AC-10002568;258.85;8;0.45;-0.11;APAC
MX-2013-108021;18/06/2013;CM-12445;OFF-BI-10000335;84.84;7;0.40;-24.08;LATAM
MX-2014-100727;15/05/2014;DM-13525;OFF-SU-10004480;300.72;14;0.00;129.08;LATAM
MX-2011-120082;22/06/2011;SC-20695;TEC-CO-10004081;244.49;3;0.00;9.29;LATAM
IN-2011-49563;30/08/2011;CA-12265;OFF-AR-10002665;146.16;6;0.00;8.64;APAC
IN-2011-28920;17/08/2011;RS-19420;OFF-PA-10001370;83.40;4;0.00;8.28;APAC
IN-2014-34576;21/08/2014;CC-12100;TEC-AC-10001664;163.38;2;0.00;45.72;APAC
IN-2013-61274;09/09/2013;GM-14680;OFF-ST-10004346;246.11;5;0.10;8.06;APAC
CA-2014-150910;23/12/2014;JL-15130;FUR-TA-10002903;934.96;6;0.40;-249.32;US
MX-2014-101406;18/12/2014;DA-13450;FUR-CH-10001819;90.76;2;0.00;38.08;LATAM
ES-2012-2418365;21/05/2012;LT-16765;OFF-ST-10002539;312.50;6;0.10;55.46;EU
IN-2013-16390;11/01/2013;BD-11620;TEC-CO-10003448;128.47;1;0.10;22.84;APAC
CA-2011-124723;05/08/2011;GZ-14470;FUR-TA-10001307;489.23;2;0.30;41.93;US
MX-2011-162635;08/11/2011;OT-18730;TEC-CO-10001893;192.40;1;0.20;35.68;LATAM
ES-2013-3980089;23/09/2013;LP-17095;FUR-BO-10000797;306.34;2;0.10;20.38;EU
IN-2012-17398;24/10/2012;TC-21145;TEC-CO-10003951;219.32;1;0.10;29.24;APAC
ID-2014-73678;23/10/2014;AO-10810;OFF-SU-10001573;286.90;12;0.45;-203.78;APAC
IN-2013-86740;24/08/2013;CM-12655;FUR-CH-10000068;132.48;1;0.00;5.28;APAC
IZ-2013-740;09/04/2013;TH-11235;OFF-STI-10001743;100.92;4;0.00;26.16;EMEA
ES-2013-4513317;24/05/2013;HG-15025;OFF-AR-10003457;97.32;2;0.00;45.72;EU
